Assemblage_Name	8555028-1-0	6081677-1-3	6616743-1-9540950	8825962-8205566-0	4039377-1406873-0	2454276-1-121450	8825962-1-0	8825962-9572196-0	2889044-1406873-0	8825962-1-6309008	0-4230203-6302737	2889044-1406873-4430969	4-1-8723352	6616743-9951074-0	4411391-1-3	6434087-8205566-2962764	8825962-7286605-0	6616743-1-0	1247033-1-3	1489704-3418388-3	1534581-4230203-3	5294347-1-3	8825962-8205566-2962764	8993997-1417821-3	8825962-1-8496393	9979398-1406873-0	592469-1-0	7203372-7659308-0	2012915-4673097-7355399	2889044-1406873-4931126	2889044-4745692-0	6122857-1417821-3	0-1-650637	8825962-19583-0	0-1-7431670	0-6220225-1880763	2761062-1-0	4196739-1-0	0-1-2692036	8825962-8205566-2008	0-1-3	2889044-1406873-7982255	1489704-1-3	4-332641-0	1475437-9951074-0	6262700-1406873-0	0-4230203-6994034	8825962-3243720-0	2889044-1872099-1972988	0-3604906-3	6814500-1-3	7203372-1-0	3215785-1-0	3634880-1406873-0	8825962-1717105-0	0-0-0	2012915-7255653-7355399	2889044-2517340-0	2-0-1	2889044-4299124-1972988	1435810-1417821-3	0-1329262-3	1489704-5651158-3	0-6220225-3	4535166-1406873-0	2889044-3609042-0	4489408-1-7431670	1489704-667510-3	3270702-1-0	8825962-2933775-0	1489704-1417821-964607	368812-1406873-0	6178555-1-0	1658518-1-0	7909564-1-0	4794417-1-650637	8825962-4860199-5512266	8825962-1-4715621	4484872-1-7431670	2-3743709-1	0-4230203-3	0-1-2078720	8825962-1-5512266	1011368-1-3	8995493-4230203-3	2889044-4553907-0	8348106-1-3	4736952-0-1	3957630-1-0	0-6763915-0	2889044-7715969-0	0-1-3699304	2889044-1783565-0	1658518-1-7008473	5717563-1406873-0	0-4230203-9559903	2012915-1-8339494	6757232-1417821-3	2-787991-1	2889044-1406873-4603665	2889044-6819118-0	0-1406873-3903382	592469-1-3927012	2012915-1-7355399	8825962-1-9771079	0-1-5057169	4-1-0	1272956-1-0	0-1-5166451	6189146-1406873-0	1489704-1417821-3	1489704-421758-3	2889044-1406873-1215394	0-1-121450	0-0-2198523	420140-1-5512266	2889044-7372391-0	0-4230203-9019626	2012915-1-0	2012915-2690676-0	3623403-1-0	8825962-1717105-5541090	9544360-4230203-3	0-3434545-7431670	0-1406873-0	2889044-1406873-1972988	3957630-1-3717573	2889044-1406873-6227252	2889044-1406873-2965286	6180504-9951074-0	0-4230203-4475615	2012915-1-3654030
assemblage-758-647	0	0	0	0	0	0	71	0	125	0	0	0	0	0	0	0	0	75	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	17	37	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-461-403	0	0	0	0	0	0	77	0	122	0	0	0	0	0	0	0	0	74	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	17	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-747-590	0	0	0	0	0	0	114	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	21	0	0	0	53	0	155	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	38	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-383-267	0	0	0	0	0	0	163	0	26	0	0	0	0	0	0	0	0	80	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	32	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-488-754	0	0	0	0	0	0	109	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	12	0	0	0	0	0	0	0	0	11
assemblage-936-352	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	11
assemblage-234-493	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20
assemblage-618-292	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16
assemblage-894-875	0	0	0	0	0	0	97	0	124	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-502-119	0	0	0	0	11	0	106	0	136	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-323-684	0	0	9	0	0	0	102	0	218	0	0	0	0	0	0	0	0	55	0	0	0	0	0	9	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-685-929	0	0	0	0	0	0	85	0	234	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	16
assemblage-243-323	0	0	0	0	0	0	137	0	160	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-668-930	0	0	0	0	0	0	72	0	237	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-228-644	0	0	0	0	0	0	44	0	164	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	117	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	75	0	0	0	0	0	20
assemblage-218-797	0	0	0	0	0	0	67	0	85	0	0	0	0	0	0	0	0	38	0	0	0	0	33	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	51	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-331-188	0	0	0	0	0	0	49	0	112	0	0	0	0	0	0	0	0	42	0	0	0	0	18	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-575-462	0	0	0	0	0	0	152	0	45	0	0	0	0	75	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	7
assemblage-559-476	0	0	0	0	0	0	68	0	108	0	0	0	0	19	0	0	0	16	0	0	0	0	38	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	9	39
assemblage-576-485	0	0	0	0	0	0	56	0	62	0	0	0	0	0	0	0	0	5	0	0	0	0	38	0	0	0	0	19	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	8	0	26
